Crime,Date,Address
Assault,03/06/11. 03:16 AM.,700 BLOCK OF MAYBURY ROAD SAN JOSE
Theft,03/07/11. 04:25 PM.,900 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Burglary,03/07/11. 02:55 PM.,5900 BLOCK OF SNELL AVENUE SAN JOSE
Theft,03/07/11. 09:17 AM.,2800 BLOCK OF STEVENS CREEK BOULEVARD SAN JOSE
Assault,03/08/11. 10:05 AM.,3900 BLOCK OF SEVEN TREES BOULEVARD SAN JOSE
Assault,03/10/11. 02:05 PM.,LANDAU COURT AND HAYES AVENUE SAN JOSE
Robbery,03/10/11. 12:45 AM.,3700 BLOCK OF NORTH FIRST STREET SAN JOSE
Burglary,03/11/11. 01:05 AM.,1800 BLOCK OF CAMDEN AVENUE SAN JOSE
Shooting,03/12/11. 05:41 PM.,ALMADEN EXPRESSWAY AND COLEMAN ROAD SAN JOSE
Assault,03/12/11. 02:28 PM.,CLEMENCE AND ALGIERS AVENUES SAN JOSE
Robbery,03/12/11. 01:20 AM.,300 BLOCK OF SANTANA ROW SAN JOSE
Assault,03/14/11. 02:33 AM.,3300 BLOCK OF PITCAIRN WAY SAN JOSE
Shooting,03/16/11. ,SOUTH BASCOM AVE SAN JOSE
Robbery,03/17/11. 03:43 PM.,KING AND STORY ROADS SAN JOSE
Robbery,03/17/11. 03:00 PM.,MCLAUGHLIN AVENUE AND TULLY ROAD SAN JOSE
Arrest,03/17/11. 02:40 PM.,100 BLOCK OF PALMWELL WAY SAN JOSE
Robbery,03/17/11. 02:38 PM.,1300 BLOCK OF NORTH FIRST STREET SAN JOSE
Burglary,03/17/11. 06:57 AM.,400 BLOCK OF LOS ENCINOS AVENUE SAN JOSE
Burglary,03/18/11. 08:52 PM.,1400 BLOCK OF CLIFFWOOD DRIVE SAN JOSE
Assault,03/18/11. 12:20 AM.,TULLY AND SENTER ROADS SAN JOSE
Assault,03/20/11. 12:48 AM.,2500 BLOCK OF KING ROAD SAN JOSE
Assault,03/21/11. 09:25 PM.,700 BLOCK OF DELAWARE AVENUE SAN JOSE
Arrest,03/22/11. 02:29 PM.,400 BLOCK OF WESTLAKE DRIVE SAN JOSE
Robbery,03/22/11. 02:30 PM.,1100 BLOCK OF BRANDYBUCK WAY SAN JOSE
Robbery,03/22/11. 01:07 PM.,LUCRETIA AVENUE AND STORY ROAD SAN JOSE
Robbery,03/26/11. 09:45 PM.,1800 BLOCK OF LUCRETIA AVENUE SAN JOSE
Burglary,03/26/11. 11:45 AM.,2900 BLOCK OF SUNBURST DRIVE SAN JOSE
Shooting,03/26/11. 12:18 AM.,JASPER STREET AND SPIRO DRIVE SAN JOSE
Assault,03/30/11. 02:44 PM.,HOSTETTER ROAD AND FOUR OAKS AVENUE SAN JOSE
Theft,03/31/11. 12:23 AM.,FIRST AND MISSION STREETS SAN JOSE
Shooting,03/31/11. 07:00 PM.,100 BLOCK OF SOUTH EIGHTH STREET SAN JOSE
Robbery,04/01/11. 09:00 PM.,SILVER CREEK AND YERBA BUENA ROADS SAN JOSE
Arrest,04/01/11. 10:15 AM.,2300 BLOCK OF PLATEAU DRIVE SAN JOSE
Assault,04/02/11. 01:42 PM.,SOUTH THIRD AND EAST SANTA CLARA STREETS SAN JOSE
Robbery,04/02/11. 07:48 PM.,00 BLOCK OF S. WHITE ROAD SAN JOSE
Robbery,04/02/11. 07:45 PM.,MORRILL AVENUE AND AMBERWOOD DRIVE SAN JOSE
Robbery,04/02/11. 07:42 AM.,700 BLOCK OF NORTH KING ROAD SAN JOSE
Shooting,04/02/11. 03:58 AM.,2500 BLOCK OF FONTAINE ROAD SAN JOSE
Robbery,04/03/11. 10:45 PM.,4100 BLOCK OF ELLMAR OAKS DRIVE SAN JOSE
Arrest,04/03/11. 02:08 PM.,MONTEREY ROAD AND EDENVIEW DRIVE SAN JOSE
Assault,04/06/11. 04:25 PM.,1100 BLOCK OF BASCOM AVENUE SAN JOSE
Robbery,04/06/11. 01:29 AM.,NORTH SECOND AND ST. JAMES STREETS SAN JOSE
Robbery,04/08/11. 03:28 AM.,LANAI AVENUE AND TULLY ROAD SAN JOSE
Robbery,04/09/11. 03:15 AM.,MCLAUGHLIN AVENUE AND GLENFINNAN DRIVE SAN JOSE
Assault,04/10/11. 11:37 AM.,STORY ROAD AND KNOX AVENUE SAN JOSE
Arrest,04/11/11. 07:08 PM.,2800 BLOCK OF STORY ROAD SAN JOSE
Shooting,04/11/11. 09:16 AM.,SILVER CREEK ROAD AND YERBA BUENA AVENUE SAN JOSE
Assault,04/13/11. 09:23 PM.,1600 BLOCK OF VIRGINIA STREET SAN JOSE
Robbery,04/13/11. 07:00 PM.,1400 BLOCK OF SARATOGA AVENUE SAN JOSE
Theft,04/13/11. 07:00 PM.,NORTH 23RD AND TAYLOR STREETS SAN JOSE
Robbery,04/13/11. 05:40 PM.,3400 BLOCK OF STORY ROAD SAN JOSE
Assault,04/13/11. 12:35 AM.,1500 BLOCK OF CRUCERO DRIVE SAN JOSE
Robbery,04/14/11. 08:03 PM.,1800 BLOCK OF TULLY ROAD SAN JOSE
Robbery,04/14/11. 02:30 PM.,SENTER AND TULLY ROADS SAN JOSE
Theft,04/15/11. 02:33 PM.,1700 BLOCK OF TULLY ROAD SAN JOSE
Robbery,04/15/11. 01:45 PM.,RACE AND SAN CARLOS STREETS SAN JOSE
Arrest,04/15/11. 11:00 AM.,1400 BLOCK OF MT. DIABLO DRIVE SAN JOSE
Robbery,04/15/11. 01:00 AM.,GAVOTA AND HILLSDALE AVENUE SAN JOSE
Shooting,04/15/11. ,MONTEREY ROAD AND CURTNER AVENUE SAN JOSE
Shooting,04/15/11. 08:05 PM.,SNELL AND HILLSDALE AVENUE SAN JOSE
Assault,04/16/11. 05:45 PM.,1600 BLOCK OF WHITTON AVENUE SAN JOSE
Robbery,04/16/11. 05:46 PM.,2700 BLOCK OF KOLLMAR DRIVE SAN JOSE
Theft,04/16/11. 04:04 PM.,2500 BLOCK OF BERRYESSA ROAD SAN JOSE
Shooting,04/16/11. 02:54 AM.,400 BLOCK OF NORTH FOURTH STREET SAN JOSE
Shooting,04/17/11. 07:02 AM.,700 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Assault,04/17/11. 04:40 AM.,CAPITOL AND WILBUR AVENUES SAN JOSE
Robbery,04/18/11. 11:10 AM.,800 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Vandalism,04/19/11. 03:06 PM.,300 BLOCK OF PHELAN AV SAN JOSE
Other,04/19/11. 11:47 PM.,700 BLOCK OF S 3RD ST SAN JOSE
Other,04/19/11. 10:48 PM.,200 BLOCK OF KEYES ST SAN JOSE
Other,04/19/11. 03:04 PM.,900 BLOCK OF S 6TH ST SAN JOSE
Other,04/19/11. 10:10 PM.,S 1ST ST AND EDWARDS AV SAN JOSE
Assault,04/19/11. 07:58 PM.,300 BLOCK OF NORTH EIGHTH STREET SAN JOSE
Other,04/20/11. 04:05 PM.,800 BLOCK OF S 1ST ST SAN JOSE
Other,04/20/11. 05:01 PM.,KEYES ST AND SENTER RD SAN JOSE
Other,04/20/11. 04:45 PM.,300 BLOCK OF W VIRGINIA ST SAN JOSE
Other,04/20/11. 02:46 PM.,1300 BLOCK OF VINE ST SAN JOSE
Other,04/20/11. 02:32 AM.,900 BLOCK OF S 3RD ST SAN JOSE
Other,04/20/11. 04:58 PM.,S 1ST ST AND FLOYD ST SAN JOSE
Other,04/20/11. 10:50 AM.,1500 BLOCK OF BRANHAM LANE SAN JOSE
Other,04/20/11. 09:00 PM.,1000 BLOCK OF STORY ROAD SAN JOSE
Theft,04/21/11. 02:05 PM.,1700 BLOCK OF SMITH AV SAN JOSE
Other,04/21/11. 10:02 PM.,800 BLOCK OF S 6TH ST SAN JOSE
Assault,04/21/11. 06:04 PM.,300 BLOCK OF HULL AV SAN JOSE
Other,04/21/11. 06:18 PM.,W ALMA AV AND POMONA AV SAN JOSE
Other,04/21/11. 04:07 PM.,SHERMAN ST AND EDWAR SAN JOSE
Other,04/21/11. 04:09 PM.,300 BLOCK OF HULL AV SAN JOSE
Other,04/21/11. 01:11 PM.,1000 BLOCK OF LICK AV SAN JOSE
Other,04/21/11. 10:17 PM.,800 BLOCK OF S 1ST ST SAN JOSE
Other,04/21/11. 07:11 PM.,900 BLOCK OF VINE ST SAN JOSE
Other,04/21/11. 11:16 AM.,800 BLOCK OF S 3RD ST SAN JOSE
Other,04/21/11. 11:33 PM.,1000 BLOCK OF S 5TH ST SAN JOSE
Burglary,04/21/11. 10:16 PM.,00 BLOCK OF WILLOW ST SAN JOSE
Arrest,04/21/11. 03:27 AM.,3100 BLOCK OF CADILLAC DRIVE SAN JOSE
Burglary,04/21/11. 09:47 PM.,WILLOW STREET AND SOUTH FIRST STREET SAN JOSE
Burglary,04/21/11. 09:47 PM.,WILLOW AND SOUTH FIRST STREETS SAN JOSE
Burglary,04/21/11. 08:10 PM.,5400 BLOCK OF DON BASILLO COURT SAN JOSE
Other,04/22/11. 08:55 PM.,FLOYD ST AND MASTIC ST SAN JOSE
Assault,04/22/11. 05:21 PM.,1000 BLOCK OF S 12TH ST SAN JOSE
Other,04/22/11. 06:36 PM.,100 BLOCK OF DUANE ST SAN JOSE
Other,04/22/11. 08:29 PM.,700 BLOCK OF ALMADEN AV SAN JOSE
Other,04/22/11. 01:42 AM.,1000 BLOCK OF S 6TH ST SAN JOSE
Other,04/22/11. 02:27 AM.,800 BLOCK OF PALM ST SAN JOSE
Assault,04/22/11. 02:57 PM.,LITTLE ORCHARD ST SAN JOSE
Robbery,04/22/11. 11:08 PM.,1700 BLOCK OF JUNE AVENUE SAN JOSE
Assault,04/22/11. 01:29 AM.,100 BLOCK OF SAN CARLOS STREET SAN JOSE
Robbery,04/22/11. 11:08 PM.,1700 BLOCK OF JUNE AVE SAN JOSE
Robbery,04/22/11. 08:39 PM.,5200 BLOCK OF CAMDEN AVENUE SAN JOSE
Robbery,04/22/11. 11:18 AM.,300 BLOCK OF SANTANA ROW SAN JOSE
Robbery,04/22/11. 01:29 AM.,100 BLOCK OF SAN CARLOS ST SAN JOSE
Other,04/23/11. 11:36 PM.,1400 BLOCK OF FORD AV SAN JOSE
Other,04/23/11. 10:54 PM.,S 1ST ST AND EDWARDS AV SAN JOSE
Other,04/23/11. 04:30 AM.,VINE ST AND W VIRGIN SAN JOSE
Shooting,04/23/11. 05:45 PM.,1200 BLOCK OF SHERMAN ST SAN JOSE
Other,04/23/11. 03:41 PM.,100 BLOCK OF W ALMA AV SAN JOSE
Other,04/23/11. 07:43 PM.,W ALMA AV AND FORD AV SAN JOSE
Other,04/23/11. 10:22 PM.,BESTOR ST AND S 5TH ST SAN JOSE
Other,04/23/11. 04:52 PM.,700 BLOCK OF ALMADEN AV SAN JOSE
Other,04/23/11. 01:26 AM.,200 BLOCK OF KEYES ST SAN JOSE
Other,04/23/11. 09:27 PM.,1300 BLOCK OF SHERMAN ST SAN JOSE
Other,04/23/11. 07:31 PM.,1100 BLOCK OF ALMADEN AV SAN JOSE
Other,04/23/11. 07:48 PM.,700 BLOCK OF ALMADEN AV SAN JOSE
Other,04/23/11. 11:14 AM.,00 BLOCK OF GOODYEAR ST SAN JOSE
Other,04/23/11. 10:02 AM.,1100 BLOCK OF LOCUST ST SAN JOSE
Theft,04/23/11. 06:03 PM.,SOUTH THIRD AND SAN CARLOS STREETS SAN JOSE
Assault,04/23/11. 10:28 AM.,QUINTO WAY AND RAMA DRIVE SAN JOSE
Robbery,04/23/11. 06:03 PM.,SOUTH THRID STREET AND SAN CARLO STREET SAN JOSE
Arrest,04/23/11. 12:41 PM.,800 BLOCK OF BAYSHORE ROAD SAN JOSE
Arrest,04/23/11. 10:28 AM.,QUINTO WAY AND RAMA DRIVE SAN JOSE
Other,04/24/11. 08:33 PM.,1200 BLOCK OF LOCUST ST SAN JOSE
Other,04/24/11. 11:01 AM.,900 BLOCK OF VINE ST SAN JOSE
Other,04/24/11. 01:08 PM.,1200 BLOCK OF PLUM ST SAN JOSE
Other,04/24/11. 12:00 AM.,S 7TH ST AND KEYES ST SAN JOSE
Other,04/24/11. 11:17 AM.,300 BLOCK OF HULL AV SAN JOSE
Other,04/24/11. 12:52 AM.,700 BLOCK OF PALM ST SAN JOSE
Assault,04/24/11. 01:21 AM.,1000 BLOCK OF S 1ST ST SAN JOSE
Arrest,04/24/11. 10:41 PM.,2500 BLOCK OF CUNNINGHAM AVE SAN JOSE
Arrest,04/24/11. 04:48 PM.,MONTEREY AND SENTER ROADS SAN JOSE
Shooting,04/24/11. 03:43 AM.,800 BLOCK OF DEL MAR AVENUE SAN JOSE
Arrest,04/24/11. 10:41 PM.,2500 BLOCK OF CUNNINGHAM AVENUE SAN JOSE
Shooting,04/24/11. 10:30 PM.,6100 BLOCK OF MERIDIAN AVENUE SAN JOSE
Arrest,04/24/11. 04:48 PM.,MONTEREY ROAD AND SENTER ROAD SAN JOSE
Shooting,04/24/11. 03:43 AM.,800 BLOCK OF DEL MAR BOULEVARD SAN JOSE
Assault,04/24/11. 01:22 AM.,1000 BLOCK OF SOUTH FIRST STREET SAN JOSE
Theft,04/25/11. 04:17 PM.,800 BLOCK OF PREVOST ST SAN JOSE
Other,04/25/11. 01:02 AM.,100 BLOCK OF PATTERSON ST SAN JOSE
Assault,04/25/11. 05:20 PM.,S 1ST ST AND W HUMBO SAN JOSE
Other,04/25/11. 11:40 AM.,700 BLOCK OF S 2ND ST SAN JOSE
Assault,04/25/11. 10:39 AM.,100 BLOCK OF OAK ST SAN JOSE
Shooting,04/25/11. 10:52 AM.,CAMDEN AVENUE SAN JOSE
Other,04/26/11. 02:21 AM.,1000 BLOCK OF S 12TH ST SAN JOSE
Other,04/26/11. 02:54 AM.,500 BLOCK OF KEYES ST SAN JOSE
Assault,04/26/11. ,1800 BLOCK OF ST. ANDREWS PLACE SAN JOSE
Theft,04/27/11. 12:34 PM.,700 BLOCK OF S 3RD ST SAN JOSE
Other,04/27/11. 03:32 PM.,100 BLOCK OF DUANE ST SAN JOSE
Other,04/27/11. 06:54 PM.,900 BLOCK OF S 10TH ST SAN JOSE
Other,04/27/11. 02:41 PM.,1200 BLOCK OF S 1ST ST SAN JOSE
Theft,04/28/11. 12:56 AM.,300 BLOCK OF KEYES ST SAN JOSE
Other,04/28/11. 03:45 PM.,LOCUST ST AND WILLOW ST SAN JOSE
Assault,04/28/11. 03:30 AM.,1300 BLOCK OF S 1ST ST SAN JOSE
Assault,04/28/11. 01:01 PM.,700 BLOCK OF S 1ST ST SAN JOSE
Other,04/28/11. 07:04 PM.,1100 BLOCK OF S 10TH ST SAN JOSE
Other,04/28/11. 01:19 PM.,1500 BLOCK OF S 7TH ST SAN JOSE
Other,04/28/11. 07:47 AM.,1300 BLOCK OF S 1ST ST SAN JOSE
Other,04/28/11. 12:53 PM.,700 BLOCK OF ALMADEN AV SAN JOSE
Assault,04/28/11. 10:33 PM.,400 BLOCK OF WILLOW ST SAN JOSE
Other,04/29/11. 10:34 PM.,FLOYD ST AND VINE ST SAN JOSE
Other,04/29/11. 05:15 PM.,300 BLOCK OF KEYES ST SAN JOSE
Other,04/29/11. 03:22 PM.,1700 BLOCK OF SMITH AV SAN JOSE
Other,04/29/11. 11:10 PM.,00 BLOCK OF W HUMBOLDT ST SAN JOSE
Other,04/29/11. 01:28 PM.,1000 BLOCK OF LOCUST ST SAN JOSE
Other,04/29/11. 08:47 PM.,300 BLOCK OF HULL AV SAN JOSE
Other,04/29/11. 03:42 PM.,1000 BLOCK OF PALM ST SAN JOSE
Other,04/29/11. 07:27 PM.,00 BLOCK OF FLOYD ST SAN JOSE
Burglary,04/29/11. 10:38 PM.,700 BLOCK OF VINE ST SAN JOSE
Robbery,04/29/11. 03:29 AM.,3000 BLOCK OF STEVENS LANE SAN JOSE
Assault,04/29/11. 09:30 PM.,ALMA AVENUE AND VINE AVENUE SAN JOSE
Theft,04/30/11. 10:23 AM.,900 BLOCK OF S 6TH ST SAN JOSE
Theft,04/30/11. 12:56 PM.,1000 BLOCK OF ALMADEN AV SAN JOSE
Other,04/30/11. 11:44 PM.,100 BLOCK OF PIERCE AV SAN JOSE
Other,04/30/11. 02:33 PM.,800 BLOCK OF S 1ST ST SAN JOSE
Other,04/30/11. 06:18 PM.,300 BLOCK OF W VIRGINIA ST SAN JOSE
Other,04/30/11. 04:35 PM.,300 BLOCK OF W VIRGINIA ST SAN JOSE
Other,04/30/11. 02:04 AM.,900 BLOCK OF SHERMAN ST SAN JOSE
Other,04/30/11. 08:36 PM.,700 BLOCK OF ALMADEN AV SAN JOSE
Other,04/30/11. 01:16 AM.,900 BLOCK OF SHERMAN ST SAN JOSE
Assault,04/30/11. 07:28 PM.,S 1ST ST AND SUTTER ST SAN JOSE
Theft,04/30/11. 04:55 PM.,BLOSSOM HILL ROAD AND KOOSER ROAD SAN JOSE
Arrest,04/30/11. 09:05 AM.,800 BLOCK OF NORTH 13TH STREET SAN JOSE
Assault,05/01/11. 10:57 PM.,200 BLOCK OF KEYES ST SAN JOSE
Other,05/01/11. 02:33 AM.,1200 BLOCK OF LICK AV SAN JOSE
Other,05/01/11. 10:59 AM.,1200 BLOCK OF LICK AV SAN JOSE
Other,05/01/11. 06:24 PM.,800 BLOCK OF PALM ST SAN JOSE
Other,05/01/11. 06:01 PM.,900 BLOCK OF S 1ST ST SAN JOSE
Other,05/01/11. 01:00 AM.,1300 BLOCK OF MASTIC ST SAN JOSE
Other,05/01/11. 08:39 AM.,1500 BLOCK OF MONTEREY RD SAN JOSE
Other,05/01/11. 04:00 PM.,1400 BLOCK OF FORD AV SAN JOSE
Robbery,05/01/11. 10:49 AM.,2700 BLOCK OF ABORN ROAD SAN JOSE
Robbery,05/01/11. 04:46 PM.,2100 BLOCK OF STORY ROAD SAN JOSE
Robbery,05/01/11. 10:49 AM.,2700 BLOCK OF ABORN ROAD SAN JOSE
Assault,05/01/11. 01:25 AM.,900 BLOCK OF LUNDY AVENUE SAN JOSE
Assault,05/01/11. ,400 BLOCK OF ROADING DRIVE SAN JOSE
Other,05/02/11. 12:08 AM.,1000 BLOCK OF S 12TH ST SAN JOSE
Other,05/02/11. 08:56 PM.,1200 BLOCK OF S 1ST ST SAN JOSE
Assault,05/02/11. 09:25 PM.,800 BLOCK OF VINE ST SAN JOSE
Other,05/02/11. 06:39 PM.,MONTEREY RD AND E AL SAN JOSE
Other,05/02/11. 12:21 AM.,00 BLOCK OF SUTTER ST SAN JOSE
Other,05/02/11. 08:23 PM.,STATE ST AND W VIRGI SAN JOSE
Other,05/02/11. 08:13 PM.,1200 BLOCK OF S 1ST ST SAN JOSE
Other,05/02/11. 03:01 PM.,1700 BLOCK OF SMITH AV SAN JOSE
Other,05/02/11. 01:10 PM.,1300 BLOCK OF S 1ST ST SAN JOSE
Assault,05/02/11. 02:18 AM.,1800 BLOCK OF WELCH AVENUE SAN JOSE
Shooting,05/02/11. 01:38 AM.,400 BLOCK OF MCCOVEY LANE SAN JOSE
Theft,05/03/11. 11:24 AM.,S 12TH ST AND KEYES ST SAN JOSE
Theft,05/03/11. 03:43 PM.,700 BLOCK OF VINE ST SAN JOSE
Other,05/03/11. 01:49 PM.,1000 BLOCK OF S 6TH ST SAN JOSE
Other,05/03/11. 09:21 PM.,700 BLOCK OF ALMADEN AV SAN JOSE
Other,05/03/11. 05:24 PM.,900 BLOCK OF S 6TH ST SAN JOSE
Other,05/03/11. 12:54 PM.,W ALMA AV AND POMONA AV SAN JOSE
Other,05/03/11. 06:01 PM.,00 BLOCK OF W VIRGINIA ST SAN JOSE
Other,05/03/11. 11:41 PM.,1000 BLOCK OF S 12TH ST SAN JOSE
Other,05/04/11. 08:53 PM.,1500 BLOCK OF S 7TH ST SAN JOSE
Other,05/04/11. 06:30 PM.,1000 BLOCK OF S 3RD ST SAN JOSE
Assault,05/04/11. 08:32 PM.,UNION ST AND ALMADEN AV SAN JOSE
Assault,05/04/11. 05:28 PM.,1200 BLOCK OF S 1ST ST SAN JOSE
Other,05/04/11. 03:28 PM.,100 BLOCK OF OAK ST SAN JOSE
Other,05/04/11. 08:42 PM.,SHERMAN ST AND WILLO SAN JOSE
Other,05/04/11. 09:23 PM.,1200 BLOCK OF PLUM ST SAN JOSE
Other,05/04/11. 02:59 PM.,00 BLOCK OF COTTAGE GRO SAN JOSE
Other,05/04/11. 05:45 PM.,1200 BLOCK OF LOCUST ST SAN JOSE
Theft,05/04/11. 03:31 PM.,S 10TH ST AND E ALMA AV SAN JOSE
Theft,05/04/11. 05:45 PM.,ALMADEN BL AND WOZ WY SAN JOSE
Assault,05/04/11. 08:45 PM.,3200 BLOCK OF LOMA VERDE DRIVE SAN JOSE
Robbery,05/04/11. 02:35 AM.,TULLY AND KING ROADS SAN JOSE
Assault,05/04/11. 12:05 AM.,STORY ROAD AND LUCRETIA AVENUE SAN JOSE
Assault,05/05/11. 02:17 PM.,700 BLOCK OF S 1ST ST SAN JOSE
Other,05/05/11. 10:16 PM.,1200 BLOCK OF PLUM ST SAN JOSE
Other,05/05/11. 05:47 AM.,1000 BLOCK OF S 5TH ST SAN JOSE
Assault,05/05/11. 12:32 AM.,400 BLOCK OF WAR ADMIRAL AVENUE SAN JOSE
Other,05/06/11. 01:02 AM.,S 2ND ST AND E VIRGI SAN JOSE
Other,05/06/11. 08:30 PM.,100 BLOCK OF DUANE ST SAN JOSE
Other,05/06/11. 07:22 PM.,600 BLOCK OF ALMADEN AV SAN JOSE
Other,05/06/11. 05:33 PM.,100 BLOCK OF PIERCE AV SAN JOSE
Other,05/06/11. 02:21 AM.,1200 BLOCK OF S 1ST ST SAN JOSE
Assault,05/06/11. 10:24 AM.,1500 BLOCK OF S 10TH ST SAN JOSE
Assault,05/06/11. 07:39 AM.,1200 BLOCK OF LOCUST ST SAN JOSE
Other,05/07/11. 04:00 AM.,1000 BLOCK OF S 6TH ST SAN JOSE
Other,05/07/11. 01:30 PM.,1300 BLOCK OF S 1ST ST SAN JOSE
Other,05/07/11. 10:49 PM.,900 BLOCK OF DELMAS AV SAN JOSE
Other,05/07/11. 10:10 PM.,700 BLOCK OF PALM ST SAN JOSE
Other,05/07/11. 06:56 PM.,200 BLOCK OF OAK ST SAN JOSE
Other,05/07/11. 08:22 AM.,900 BLOCK OF S 6TH ST SAN JOSE
Other,05/07/11. 08:45 PM.,100 BLOCK OF GRAHAM AV SAN JOSE
Other,05/07/11. 09:47 PM.,1400 BLOCK OF POMONA AV SAN JOSE
Other,05/07/11. 07:21 PM.,900 BLOCK OF PALM ST SAN JOSE
Other,05/07/11. 11:48 PM.,1000 BLOCK OF S 1ST ST SAN JOSE
Other,05/07/11. 04:10 PM.,MARGARET ST AND S 3R SAN JOSE
Theft,05/07/11. 05:58 PM.,1500 BLOCK OF S 10TH ST SAN JOSE
Shooting,05/07/11. 05:00 AM.,3400 BLOCK OF MOUNT PRIETA DRIVE SAN JOSE
Other,05/08/11. 06:38 PM.,: @BIEBRACH PARK SAN JOSE
Other,05/08/11. 09:22 AM.,300 BLOCK OF WILLOW ST SAN JOSE
Robbery,05/08/11. 02:26 AM.,1300 BLOCK OF S 1ST ST SAN JOSE
Other,05/08/11. 03:59 AM.,1300 BLOCK OF MASTIC ST SAN JOSE
Other,05/08/11. 08:25 AM.,1200 BLOCK OF S 1ST ST SAN JOSE
Other,05/08/11. 11:09 AM.,1000 BLOCK OF S 12TH ST SAN JOSE
Other,05/08/11. 11:17 PM.,S 7TH ST AND KEYES ST SAN JOSE
Assault,05/08/11. 01:47 AM.,FIRST AND SANTA CLARA STREETS SAN JOSE
Other,05/09/11. 07:50 AM.,100 BLOCK OF W ALMA AV SAN JOSE
Assault,05/09/11. 07:51 PM.,S 7TH ST AND KEYES ST SAN JOSE
Other,05/09/11. 09:46 PM.,PALM ST AND EDWARDS AV SAN JOSE
Other,05/09/11. 10:20 PM.,800 BLOCK OF VINE ST SAN JOSE
Other,05/09/11. 12:54 AM.,800 BLOCK OF VINE ST SAN JOSE
Other,05/09/11. 08:17 PM.,1300 BLOCK OF S 1ST ST SAN JOSE
Burglary,05/09/11. 07:26 PM.,900 BLOCK OF S 6TH ST SAN JOSE
Assault,05/09/11. 03:19 PM.,1100 BLOCK OF LOCUST ST SAN JOSE
Robbery,05/09/11. 02:22 PM.,100 BLOCK OF N. WHITE ROAD SAN JOSE
Arrest,05/09/11. 06:13 PM.,700 BLOCK OF WARRING DRIVE SAN JOSE
Robbery,05/09/11. 10:40 PM.,COMMERCIAL STREET AND N. 13TH STREET SAN JOSE
Theft,05/10/11. 11:06 AM.,1000 BLOCK OF S 11TH ST SAN JOSE
Theft,05/10/11. 01:35 PM.,1000 BLOCK OF MASTIC ST SAN JOSE
Other,05/10/11. 11:28 AM.,1100 BLOCK OF LOCUST ST SAN JOSE
Other,05/10/11. 05:37 PM.,1500 BLOCK OF S 10TH ST SAN JOSE
Assault,05/10/11. 09:44 AM.,100 BLOCK OF E VIRGINIA ST SAN JOSE
Other,05/10/11. 04:34 PM.,300 BLOCK OF WILLOW ST SAN JOSE
Other,05/10/11. 07:57 PM.,WILLOW ST AND VINE ST SAN JOSE
Other,05/10/11. 09:28 PM.,1100 BLOCK OF VINE ST SAN JOSE
Other,05/10/11. 10:01 PM.,800 BLOCK OF ALMADEN AV SAN JOSE
Other,05/10/11. 06:13 PM.,1200 BLOCK OF S 1ST ST SAN JOSE
Other,05/10/11. 02:11 AM.,700 BLOCK OF S 3RD ST SAN JOSE
Assault,05/10/11. 07:56 PM.,ALMADEN AV AND OAK ST SAN JOSE
Assault,05/10/11. ,1700 BLOCK OF  KYRA CIRCLE SAN JOSE
Robbery,05/10/11. 07:45 AM.,300 BLOCK OF SENTER ROAD SAN JOSE
Robbery,05/10/11. 12:50 PM.,1000 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Assault,05/10/11. 07:57 PM.,ALMADEN AVENUE AND OAK AVENUE SAN JOSE
Shooting,05/10/11. 08:36 PM.,SAN FERNANDO AND 10TH STREET SAN JOSE
Other,05/11/11. 03:33 AM.,800 BLOCK OF S 3RD ST SAN JOSE
Theft,05/11/11. 02:38 AM.,1300 BLOCK OF S 1ST ST SAN JOSE
Other,05/11/11. 01:56 PM.,1300 BLOCK OF S 1ST ST SAN JOSE
Theft,05/11/11. 09:21 AM.,ALMADEN AV AND W ALM SAN JOSE
Burglary,05/11/11. 05:55 PM.,800 BLOCK OF S 3RD ST SAN JOSE
Burglary,05/11/11. 03:45 AM.,S 3RD ST AND KEYES ST SAN JOSE
Assault,05/11/11. 10:27 PM.,1700 BLOCK OF MCLAUGHLIN AVENUE SAN JOSE
Theft,05/12/11. 01:55 PM.,800 BLOCK OF S 1ST ST SAN JOSE
Other,05/12/11. 10:30 PM.,MONTEREY RD AND E AL SAN JOSE
Other,05/12/11. 04:43 PM.,MARGARET ST AND S 3R SAN JOSE
Other,05/12/11. 05:01 AM.,800 BLOCK OF S 3RD ST SAN JOSE
Other,05/12/11. 08:29 PM.,00 BLOCK OF W VIRGINIA ST SAN JOSE
Other,05/12/11. 02:27 PM.,MONTEREY RD AND E AL SAN JOSE
Assault,05/12/11. 12:13 PM.,VINE ST AND GOODYEAR ST SAN JOSE
Other,05/12/11. 01:22 AM.,1200 BLOCK OF LOCUST ST SAN JOSE
Other,05/12/11. 11:44 PM.,1200 BLOCK OF VINE ST SAN JOSE
Other,05/12/11. 10:00 AM.,WILLOW ST AND PALM ST SAN JOSE
Other,05/12/11. 10:07 AM.,1200 BLOCK OF S 1ST ST SAN JOSE
Assault,05/12/11. 09:51 AM.,1500 BLOCK OF S 7TH ST SAN JOSE
Other,05/13/11. 11:39 PM.,00 BLOCK OF WILLOW ST SAN JOSE
