Crime,Date,Address
Arrest,02/03/12. 05:00 PM.,1200 BLOCK OF SOUTH FIRST STREET SAN JOSE
Arrest,02/03/12. 03:00 PM.,FOOTHILL DIVISION SAN JOSE
Shooting,02/03/12. 12:17 AM.,5300 BLOCK OF DEODORA GROVE COURT SAN JOSE
Other,02/03/12. 02:26 PM.,1ST STREET AT SAN CARLOS SAN JOSE
Assault,02/03/12. 12:17 AM.,HAYES AVENUE SAN JOSE
Assault,02/04/12. 02:50 PM.,900 BLOCK OF LUNDY AVENUE SAN JOSE
Arrest,02/04/12. 07:26 PM.,3900 BLOCK OF SEVEN TREES BOULEVARD SAN JOSE
Assault,02/04/12. 05:40 AM.,1300 BLOCK OF EDEN AVENUE SAN JOSE
Arrest,02/04/12. 02:26 PM.,FIRST AND SAN CARLOS STREETS SAN JOSE
Arrest,02/04/12. 03:19 AM.,MAUNA KEA AND CRATER LANES SAN JOSE
Assault,02/04/12. 07:26 PM.,RICHDALE AVENUE SAN JOSE
Robbery,02/04/12. 05:40 PM.,1300 BLOCK OF EDEN SAN JOSE
Assault,02/04/12. 03:09 PM.,1300 BLOCK OF LICK AVENUE SAN JOSE
Burglary,02/04/12. 03:19 AM.,MAUNA KEA AND CRATER SAN JOSE
Assault,02/07/12. 06:40 PM.,S. KING RD. SAN JOSE
Assault,02/07/12. 02:00 PM.,WESTERN DIVISION SAN JOSE
Assault,02/07/12. 08:39 AM.,MIDWOODMINSTER SAN JOSE
Assault,02/08/12. 03:47 PM.,LUCRETIA AVENUE SAN JOSE
Assault,02/08/12. 05:10 PM.,CURTNER AVENUE AND MONTEREY ROAD SAN JOSE
Assault,02/08/12. 03:47 PM.,TULLY ROAD AND LUCRETIA AVENUE SAN JOSE
Theft,02/08/12. 01:00 AM.,BLOSSOM HILL ROAD AND LEAN AVENUE SAN JOSE
Robbery,02/09/12. 12:14 AM.,S. MARKET STREET SAN JOSE
Robbery,02/09/12. 05:31 PM.,2700 BLOCK OF COLIN COURT SAN JOSE
Theft,02/09/12. 01:30 PM.,CITY HALL SAN JOSE
Arrest,02/09/12. 12:14 AM.,PARK AVENUE AND SOUTH MARKET STREET SAN JOSE
Robbery,02/10/12. 04:44 PM.,S. DE ANZA BOULEVARD SAN JOSE
Other,02/10/12. 01:00 PM.,WESTERN DIVISION SAN JOSE
Assault,02/11/12. 02:55 PM.,REGIONAL MEDICAL CENTER SAN JOSE
Shooting,02/12/12. 02:51 PM.,3100 BLOCK OF MT. RAINIER DRIVE SAN JOSE
Robbery,02/12/12. 06:58 AM.,KEYES AND SEVENTH STREETS SAN JOSE
Assault,02/12/12. 12:19 AM.,2800 BLOCK OF  BLUEBELL AVENUE SAN JOSE
Other,02/12/12. 02:51 PM.,3100 BLOCK OF MT. RAINIER SAN JOSE
Robbery,02/12/12. 06:58 AM.,KEYES AND 7TH STREETS SAN JOSE
Assault,02/12/12. 12:19 AM.,2000 BLOCK OF BLUEBELL AVENUE SAN JOSE
Vandalism,02/13/12. 01:12 PM.,BLOSSOM HILL ROAD SAN JOSE
Arrest,02/13/12. 01:13 AM.,WHITE AND ABORN ROADS SAN JOSE
Theft,02/13/12. 01:13 AM.,WHITE ROAD SAN JOSE
Shooting,02/14/12. 09:41 PM.,KLEIN ROAD AND NORWOOD AVENUE SAN JOSE
Assault,02/14/12. 12:30 AM.,JULIAN AND 21ST STREETS SAN JOSE
Arrest,02/14/12. 01:55 AM.,3000 BLOCK OF MCKINLEY DRIVE SAN JOSE
Theft,02/14/12. 01:55 AM.,3000 BLOCK OF MCKINLEY DRIVE SAN JOSE
Arrest,02/15/12. ,CENTRAL DIVISION SAN JOSE
Theft,02/15/12. 12:00 PM.,CENTRAL DIVISION SAN JOSE
Assault,02/16/12. ,2700 BLOCK OF GLEN FIRTH DRIVE SAN JOSE
Assault,02/16/12. 01:45 AM.,2600 BLOCK OF UNION AVENUE SAN JOSE
Assault,02/16/12. 12:09 PM.,2700 BLOCK OF GLEN FIRTH DRIVE SAN JOSE
Theft,02/16/12. 07:10 PM.,BASCOM AVENUE SAN JOSE
Robbery,02/17/12. 11:12 PM.,MCKEE ROAD AND 33RD STREET SAN JOSE
Assault,02/17/12. 09:06 PM.,1500 BLOCK OF FLANIGAN DRIVE SAN JOSE
Arrest,02/17/12. 05:52 PM.,10200 BLOCK OF KENIWORTHY WAY SAN JOSE
Burglary,02/17/12. 03:26 AM.,LEIGH AVE. / FRUITDALE AVE. SAN JOSE
Theft,02/17/12. 01:47 PM.,MCLAUGHLIN AVENUE AND WINSLOW DRIVE SAN JOSE
Arrest,02/17/12. 03:26 AM.,LEIGH AND FRUITDALE AVENUES SAN JOSE
Assault,02/18/12. 04:53 AM.,33RD STREET AND ALUM ROCK SAN JOSE
Assault,02/18/12. 04:00 AM.,1500 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Robbery,02/19/12. 12:23 AM.,2000 BLOCK OF KILCHOAN SAN JOSE
Arrest,02/22/12. 01:08 AM.,SOUTH THIRD AND EAST SAN CARLOS STREETS SAN JOSE
Burglary,02/22/12. 01:58 PM.,1400 BLOCK OF  SIERRA AVENUE SAN JOSE
Arrest,02/22/12. 01:00 PM.,FOUNTAIN ALLEY AND SECOND STREET SAN JOSE
Burglary,02/22/12. 01:58 PM.,1400 BLOCK OF SIERRA AVENUE SAN JOSE
Shooting,02/22/12. 12:27 AM.,4500 BLOCK OF RENAISSANCE DRIVE SAN JOSE
Burglary,02/23/12. 09:50 AM.,1100 BLOCK OF COPPERPEAK LANE SAN JOSE
Shooting,02/25/12. 07:52 PM.,800 BLOCK OF ALMADEN AVENUE SAN JOSE
Assault,02/26/12. 11:00 PM.,AUTUMN STREET & PARK AVENUE SAN JOSE
Shooting,02/26/12. 07:30 PM.,OWLSEY & CLEMENCE SAN JOSE
Robbery,02/28/12. 10:41 PM.,3600 BLOCK OF WALLY PLACE WAY SAN JOSE
Robbery,02/28/12. 08:38 PM.,1700 BLOCK OF TULLY ROAD SAN JOSE
Robbery,02/28/12. 07:16 PM.,1300 BLOCK OF FOXDALE LOOP SAN JOSE
Assault,02/28/12. 04:17 PM.,WOODSET DRIVE AND SOUTH JACKSON AVENUE SAN JOSE
Shooting,02/29/12. 09:53 PM.,2700 BLOCK OF OTHELLO SAN JOSE
Robbery,03/01/12. 02:09 PM.,EL RANCHO VERDE DRIVE SAN JOSE
Robbery,03/01/12. 12:00 PM.,1ST STREET SAN JOSE
Assault,03/01/12. 12:09 AM.,200 BLOCK OF N. WHITE ROAD SAN JOSE
Assault,03/01/12. 12:09 AM.,200 BLOCK OF NORTH WHITE ROAD SAN JOSE
Robbery,03/01/12. 01:03 AM.,1600 BLOCK OF ALUM ROCK AVENUE SAN JOSE
Assault,03/01/12. 12:09 AM.,200 BLOCK OF N. WHITE ROAD SAN JOSE
Robbery,03/02/12. 06:07 PM.,3100 BLOCK OF SENTER ROAD SAN JOSE
Robbery,03/02/12. 12:20 AM.,1500 BLOCK OF N. SAN JOSE
Arrest,03/02/12. 03:00 AM.,SAN PEDRO STREETS SAN JOSE
Burglary,03/03/12. 09:45 AM.,2700 BLOCK OF CAMINO DEL REY. SAN JOSE
Robbery,03/03/12. 03:00 AM.,5600 BLOCK OF CALMOR AVENUE SAN JOSE
Assault,03/03/12. 01:32 AM.,SAN FERNANDO STREETS SAN JOSE
Robbery,03/05/12. 05:40 PM.,400 BLOCK OF LEWIS ROAD SAN JOSE
Arrest,03/07/12. 03:00 PM.,FOUNTAIN ALLEY AND SECOND STREET SAN JOSE
Burglary,03/08/12. 10:40 AM.,6800 BLOCK OF VIA DEL ORO. SAN JOSE
Theft,03/08/12. 01:15 AM.,IRONWOOD / ALMADEN SAN JOSE
Robbery,03/08/12. 10:51 PM.,6000 BLOCK OF CAHALAN AVE SAN JOSE
Theft,03/08/12. 10:40 AM.,6800 BLOCK OF VIA DEL ORO SAN JOSE
Theft,03/08/12. 01:15 AM.,IRONWOOD DRIVE AND ALMADEN ROAD SAN JOSE
Robbery,03/09/12. 05:31 PM.,SEVENTH STREET AND EMPIRE STREET SAN JOSE
Robbery,03/09/12. 05:31 PM.,7THAND EMPIRE SAN JOSE
Burglary,03/10/12. 04:26 PM.,300 BLOCK OF VIA PRIMAVERA DRIVE SAN JOSE
Robbery,03/11/12. 10:17 AM.,ALVIN AVENUE AND BURDETTE DRIVE SAN JOSE
Burglary,03/11/12. 05:54 PM.,2700 BLOCK OF SCOTTSDALE DRIVE SAN JOSE
Arrest,03/12/12. 07:03 PM.,1400 BLOCK OF HOPKINS DRIVE SAN JOSE
Assault,03/12/12. 03:02 PM.,VESTAL STREET SAN JOSE
Vandalism,03/12/12. 07:03 PM.,1400 BLOCK OF HOPKINS SAN JOSE
Theft,03/13/12. 05:13 AM.,1100 BLOCK OF DEANZA BOULEVARD SAN JOSE
Robbery,03/13/12. 11:14 PM.,N. JACKSON AVE.& MCKEE RD. SAN JOSE
Robbery,03/13/12. 05:13 PM.,1100 BLOCK OF DEANZA BLVD. SAN JOSE
Shooting,03/13/12. 03:40 PM.,MCLAUGHLIN AVE. SAN JOSE
Burglary,03/13/12. 11:20 AM.,800 BLOCK OF MILO COURT SAN JOSE
Assault,03/18/12. 12:37 AM.,1800 BLOCK OF THE ALAMEDA SAN JOSE
Arrest,03/18/12. 12:16 AM.,1700 BLOCK OF WIDEN CT. SAN JOSE
Theft,03/19/12. 01:28 AM.,HIGHWAY 87 SAN JOSE
Assault,03/19/12. 08:43 PM.,500 BLOCK OF JACKSON STREET SAN JOSE
Burglary,03/22/12. 09:51 AM.,3500 BLOCK OF PARKLAND AVENUE SAN JOSE
Burglary,03/27/12. 10:00 AM.,PREVOST AV. SAN JOSE
Robbery,03/27/12. 10:45 PM.,400 BLOCK OF KIELY BOULEVARD SAN JOSE
Burglary,03/27/12. 04:00 AM.,SAN FELIPE ROAD AND YERBA BUENA AVENUE SAN JOSE
Robbery,04/02/12. 03:15 AM.,1800 BLOCK OF VIRGINIA AVE. SAN JOSE
Assault,04/02/12. 02:06 AM.,5000 BLOCK OF CHANDLER CT. SAN JOSE
Shooting,04/03/12. 07:17 PM.,1400 BLOCK OF OF S WHITE ROAD SAN JOSE
Assault,04/06/12. 01:49 PM.,100 BLOCK OF JOSE FIGUERES AVE. SAN JOSE
Assault,04/06/12. 02:30 AM.,E. SANTA CLARA @ S. 10TH ST. SAN JOSE
Assault,04/06/12. 01:11 AM.,200 BLOCK OF N. 9TH ST. SAN JOSE
Robbery,04/06/12. 12:23 AM.,3100 BLOCK OF SENTER RD. SAN JOSE
Robbery,04/06/12. 09:23 PM.,1700 BLOCK OF BERRYESSA ROAD SAN JOSE
Arrest,04/06/12. 05:33 PM.,LAVONNE AND SUNSET AVENUES SAN JOSE
Arrest,04/06/12. 01:49 PM.,100 BLOCK OF JOSE FIGUERES AVENUE SAN JOSE
Theft,04/06/12. 02:30 AM.,EAST SANTA CLARA AND SOUTH 10TH STREETS SAN JOSE
Assault,04/06/12. 01:11 AM.,200 BLOCK OF NORTH NINTH AVENUE SAN JOSE
Robbery,04/06/12. 12:23 AM.,3100 BLOCK OF SENTER ROAD SAN JOSE
Robbery,04/07/12. 10:46 AM.,1000 BLOCK OF E. CAPITOL EXPRESSWAY SAN JOSE
Assault,04/07/12. 12:42 AM.,900 BLOCK OF HARLISS AVE. SAN JOSE
Robbery,04/07/12. 10:46 AM.,1000 BLOCK OF EAST CAPITOL EXPRESSWAY SAN JOSE
Assault,04/08/12. 03:12 AM.,2600 BLOCK OF KENDRICK CIRCLE SAN JOSE
Burglary,04/09/12. 02:00 AM.,1100 BLOCK OF WHITE ROAD SAN JOSE
Arrest,04/09/12. 06:04 PM.,LUTHER AND RAINIER AVENUES SAN JOSE
Burglary,04/09/12. 12:02 AM.,1100 BLOCK OF WHITE ROAD SAN JOSE
Assault,04/11/12. 12:15 PM.,BOYNTON AVE. / WATERBURY CT. SAN JOSE
Arrest,04/11/12. 03:00 PM.,CENTRAL DIVISION SAN JOSE
Assault,04/11/12. 05:23 PM.,3500 BLOCK OF PEAK DRIVE SAN JOSE
Assault,04/11/12. 12:15 PM.,BOYNTON AVENUE AND WATERBURY COURT SAN JOSE
Arrest,04/11/12. 03:00 PM.,MCLAUGHLIN AVENUE AND WILLIAM STREET SAN JOSE
Arrest,04/13/12. 09:00 PM.,JULIAN ST. / SAN PEDRO ST. SAN JOSE
Assault,04/13/12. 03:39 PM.,BOYNTON/WATERBURY CT. SAN JOSE
Theft,04/13/12. 11:56 PM.,28TH AND SANTA CLARA STREETS SAN JOSE
Shooting,04/13/12. 03:39 PM.,BOYNTON AVENUE AND WATERBURY COURT SAN JOSE
Arrest,04/13/12. 08:00 AM.,MONTEREY HIGHWAY SAN JOSE
Shooting,04/13/12. 03:50 PM.,3700 BLOCK OF  WOODCREEK LANE SAN JOSE
Burglary,04/14/12. 02:50 AM.,1100 BLOCK OF NEVADA AV. SAN JOSE
Assault,04/14/12. 02:15 AM.,KELLY PARK SAN JOSE
Assault,04/14/12. 05:58 AM.,CAPITOL AVENUE AND MCKEE ROAD SAN JOSE
Arrest,04/14/12. 02:50 AM.,1100 BLOCK OF  NEVADA AVENUE SAN JOSE
Assault,04/14/12. 02:15 AM.,1300 BLOCK OF SENTER ROAD SAN JOSE
Arrest,04/15/12. 09:00 PM.,BASCOM/WHITETHORNE SAN JOSE
Robbery,04/15/12. 11:25 PM.,2800 BLOCK OF STEVENS CREEK BLVD. SAN JOSE
Arrest,04/15/12. 10:05 PM.,NORWOOD AND MURILLO AVENUES SAN JOSE
Arrest,04/15/12. 03:00 PM.,MONTEREY HIGHWAY AND ALMA AVENUE SAN JOSE
Shooting,04/15/12. 09:30 AM.,1000 BLOCK OF EAST CAPITOL EXPRESSWAY SAN JOSE
Arrest,04/17/12. 03:00 PM.,28TH AND EAST SANTA CLARA STREETS SAN JOSE
Assault,04/17/12. 07:00 PM.,3100 BLOCK OF LOMA VERDE` SAN JOSE
Theft,04/17/12. 11:10 AM.,LICK AVENUE & GOODYEAR STREET SAN JOSE
Arrest,04/17/12. 03:00 PM.,28TH AND E. SANTA CLARA STREET SAN JOSE
Shooting,04/18/12. 04:10 PM.,SOUTH KING ROAD AND HAVANA AVENUE SAN JOSE
Arrest,04/18/12. 02:51 PM.,200 BLOCK OF NORTH FIFTH STREET SAN JOSE
Arrest,04/18/12. 01:00 PM.,SANTA CLARA AND FIRST STREETS SAN JOSE
Arrest,04/18/12. 01:10 PM.,WILLOW AND MASTIC STREETS SAN JOSE
Assault,04/18/12. 04:10 PM.,S KING RD / HAVANA AVE SAN JOSE
Arrest,04/18/12. 01:00 PM.,SANTA CLARA / FIRST STREET SAN JOSE
Theft,04/18/12. 02:51 PM.,200 BLOCK OF NORTH 5TH STREET SAN JOSE
Burglary,04/18/12. 01:10 PM.,WILLOW STREET/MASTIC ST SAN JOSE
Arrest,04/19/12. 08:07 PM.,3100 BLOCK OF CADILLAC SAN JOSE
Arrest,04/20/12. 11:20 PM.,PASEO DE SAN ANTONIO AND S. 2ND STREET SAN JOSE
Robbery,04/20/12. 06:54 PM.,2200 BLOCK OF MCKEE ROAD SAN JOSE
Burglary,04/20/12. 06:36 PM.,3100 BLOCK OF KNIGHTS BRIDGE ROAD SAN JOSE
Robbery,04/20/12. 12:26 AM.,RANCHO DRIVE AND MONTEREY HIGHWAY SAN JOSE
Arrest,04/21/12. 08:58 PM.,1000 BLOCK OF STORY ROAD SAN JOSE
Arrest,04/21/12. 03:00 PM.,300 BLOCK OF NORTH CAPITOL AVENUE SAN JOSE
Other,04/21/12. 08:58 PM.,1000 BLOCK OF STORY ROAD SAN JOSE
Assault,04/21/12. 03:00 PM.,300 BLOCK OF N. CAPITOL AVENUE SAN JOSE
Robbery,04/21/12. 03:31 AM.,4900 BLOCK OF ALMADEN EXPRESSWAY SAN JOSE
Theft,04/21/12. 12:06 AM.,HIGHWAY 101 AND TULLY ROAD SAN JOSE
Arrest,04/23/12. 01:36 PM.,6000 BLOCK OF CAHALAN AVENUE SAN JOSE
Robbery,04/23/12. 08:50 PM.,MILLBROOK DRIVE AND STEVENS LANE SAN JOSE
Arrest,04/23/12. 07:58 PM.,SNELL AVENUE AND BRANHAM LANE SAN JOSE
Robbery,04/23/12. 02:37 PM.,W. SAN CARLOS STREET AND BIRD AVENUE SAN JOSE
Robbery,04/23/12. 01:36 PM.,6000 BLOCK OF CAHALAN AVENUE SAN JOSE
Robbery,04/24/12. 06:13 PM.,2100 BLOCK OF TULLY ROAD SAN JOSE
Robbery,04/24/12. 05:14 PM.,1500 BLOCK OF NORTH 1ST STREET SAN JOSE
Robbery,04/24/12. 02:10 PM.,1000 BLOCK OF LEIGH AV. SAN JOSE
Robbery,04/25/12. 07:05 PM.,400 BLOCK OF POCATELLO DRIVE SAN JOSE
Assault,04/27/12. 02:13 AM.,HAMILTON AND WINCHESTER SAN JOSE
Arrest,04/27/12. 09:00 PM.,JULIAN ST. AND SAN PEDRO ST. SAN JOSE
Assault,04/28/12. 10:00 PM.,S. 6TH STREET AND REED STREET SAN JOSE
Other,04/28/12. 07:30 PM.,1900 BLOCK OF STAUFFER BL SAN JOSE
Theft,04/28/12. 09:00 PM.,CAMDEN AND PASEO DEL ORO SAN JOSE
Robbery,04/28/12. 08:55 PM.,600 BLOCK OF ALMADEN AVE SAN JOSE
Assault,04/28/12. 01:00 AM.,MCKEE RD @ JACKSON AVE SAN JOSE
Assault,04/28/12. 10:52 PM.,3300 BLOCK OF SAN MARINO AVE SAN JOSE
Robbery,04/28/12. 10:23 PM.,3600 BLOCK OF PEARL AVE SAN JOSE
Other,04/29/12. 10:15 PM.,TULLY RD AND LANAI AVE. SAN JOSE
Assault,04/29/12. 12:30 AM.,WHITTON AV AND KING RD SAN JOSE
Assault,04/30/12. 11:26 PM.,E. SANTA CLARA ST. SAN JOSE
Assault,04/30/12. 11:55 PM.,2500 BLOCK OF  CHANT COURT SAN JOSE
Assault,04/30/12. 11:26 PM.,EAST SANTA CLARA AND NORTH NINTH STREETS SAN JOSE
Arrest,05/02/12. 09:27 AM.,DELTA AND SAN FELIPE ROADS SAN JOSE
Arrest,05/02/12. 12:45 AM.,2500 BLOCK OF  CUNNINGHAM AVENUE SAN JOSE
Arrest,05/02/12. 11:05 PM.,1600 BLOCK OF STORY ROAD SAN JOSE
Robbery,05/02/12. 03:55 PM.,2500 BLOCK OF S. KING ROAD SAN JOSE
Theft,05/02/12. 09:27 AM.,DELTA & SAN FELIPE ROADS SAN JOSE
Burglary,05/02/12. 12:45 AM.,2500 BLOCK OF CUNNINGHAM AVENUE SAN JOSE
Arrest,05/03/12. ,MONTEREY ROAD AND ALMA AVENUE SAN JOSE
Assault,05/03/12. 05:40 PM.,COLEMAN AVENUE AND SANTA TERESA SAN JOSE
Theft,05/04/12. 01:25 AM.,1600 BLOCK OF  ADRIAN WAY SAN JOSE
Assault,05/04/12. 07:41 PM.,1700 BLOCK OF VIA CINCO DE MAYO SAN JOSE
Shooting,05/04/12. 08:45 PM.,2000 BLOCK OF SARASOTA WAY SAN JOSE
Arrest,05/04/12. 10:00 AM.,5500 BLOCK OF SPINNAKER DRIVE SAN JOSE
Theft,05/04/12. 01:25 AM.,1600 BLOCK OF ADRIAN WAY SAN JOSE
Assault,05/06/12. 12:10 AM.,SPIRO AND MCLAUGHLIN AVENUES SAN JOSE
Assault,05/06/12. 12:16 AM.,THIRD AND EAST SANTA CLARA STREETS SAN JOSE
Assault,05/06/12. 02:00 AM.,FLEDERMAUS COURT AND CAMINO ECCO SAN JOSE
Assault,05/06/12. 12:16 AM.,3RD AND E. SANTA CLARA STREETS SAN JOSE
Shooting,05/06/12. 12:01 AM.,SPIRO AND MCLAUGHLIN AVENUES SAN JOSE
Assault,05/07/12. 07:12 PM.,WONDERAMA DRIVE AND OCALA AVENUE SAN JOSE
Robbery,05/07/12. 01:05 PM.,300 BLOCK OF EAST SANTA CLARA STREET SAN JOSE
Theft,05/08/12. 02:30 PM.,10200 BLOCK OF KENILWORTH WAY SAN JOSE
Arrest,05/09/12. 02:30 PM.,10200 BLOCK OF KENILWORTH WAY SAN JOSE
Robbery,05/09/12. 11:15 PM.,1700 BLOCK OF INDIGO OAK LANE SAN JOSE
Assault,05/09/12. 08:39 PM.,STORY ROAD AT US 101 SAN JOSE
Assault,05/09/12. 10:05 AM.,100 BLOCK OF PARK AVENUE SAN JOSE
Shooting,05/10/12. 09:03 PM.,1600 BLOCK OF VIRGINIA AVENUE SAN JOSE
Assault,05/10/12. 09:30 PM.,STORY ANDMCLAUGHLIN SAN JOSE
Shooting,05/10/12. 09:03 PM.,1600 BLOCK OF VIRGINIA AVE. SAN JOSE
Robbery,05/11/12. 09:21 PM.,1200 BLOCK OF E. SANTA CLARA STREET SAN JOSE
Other,05/11/12. 04:16 PM.,400 BLOCK OF S. 7TH STREET SAN JOSE
Other,05/11/12. 03:34 PM.,STORY ROAD SAN JOSE
Other,05/11/12. 02:39 PM.,N. WHITE ROAD SAN JOSE
Assault,05/11/12. 01:47 AM.,2200 BLOCK OF MONTEREY ROAD SAN JOSE
Other,05/12/12. 12:30 AM.,0-100 S. 2ND STREET SAN JOSE
Arrest,05/13/12. 07:13 AM.,5100 BLOCK OF REDSTONE DRIVE SAN JOSE
Assault,05/13/12. 04:06 AM.,VALLEY MEDICAL CENTER SAN JOSE
Arrest,05/14/12. 07:13 AM.,5100 BLOCK OF REDSTONE DRIVE SAN JOSE
Assault,05/14/12. 04:52 PM.,LOTUS STREET SAN JOSE
Robbery,05/14/12. 10:58 AM.,1000 BLOCK OF E. CAPITOL EXPRESSWAY SAN JOSE
Robbery,05/15/12. 08:41 PM.,SENTER AND COYOTE ROADS SAN JOSE
Robbery,05/15/12. 09:51 PM.,2500 BLOCK OF S. KING ROAD SAN JOSE
Robbery,05/17/12. 05:10 PM.,1100 BLOCK OF STORY ROAD SAN JOSE
Burglary,05/17/12. 11:44 AM.,800 BLOCK OF DOREL DRIVE SAN JOSE
Burglary,05/17/12. 11:33 AM.,1500 BLOCK OF WILLOWGATE DRIVE SAN JOSE
Theft,05/18/12. 05:04 PM.,1600 BLOCK OF DIXIE DRIVE SAN JOSE
Robbery,05/19/12. 12:20 PM.,1000 BLOCK OF NORTH WHITE ROAD SAN JOSE
Shooting,05/19/12. 06:39 PM.,1600 BLOCK OF HONEYSUCKLE DRIVE SAN JOSE
Robbery,05/19/12. 03:38 PM.,SENTER ROAD AT E. CAPITOL EXPRESSWAY SAN JOSE
Robbery,05/19/12. 12:20 PM.,1000 BLOCK OF N. WHITE ROAD SAN JOSE
Assault,05/19/12. 02:33 AM.,FLEDERMAUS COURT SAN JOSE
Shooting,05/19/12. 12:00 PM.,1600 BLOCK OF HONEYSUCKLE DRIVE SAN JOSE
Robbery,05/20/12. 11:36 PM.,ABORN SQUARE ROAD SAN JOSE
Robbery,05/21/12. 02:30 AM.,3000 BLOCK OF ENSALMO AVENUE SAN JOSE
Robbery,05/23/12. 07:58 PM.,3200 BLOCK OF PLACE DU JARDIN SAN JOSE
Shooting,05/23/12. 12:16 AM.,100 BLOCK OF BRILL COURT SAN JOSE
Robbery,05/24/12. 02:50 PM.,SECOND AND ST. JAMES STREETS SAN JOSE
Robbery,05/24/12. 12:00 AM.,3100 BLOCK OF SENTER RD SAN JOSE
Robbery,05/26/12. 12:00 AM.,1000 BLOCK OF LEIGH AVE. SAN JOSE
Shooting,05/27/12. 10:00 PM.,1900 BLOCK OF STORY ROAD SAN JOSE
Assault,05/27/12. 04:44 PM.,SOUTH KING ROAD AND VIRGINIA AVENUE SAN JOSE
Robbery,05/27/12. 12:00 AM.,2000 BLOCK OF STORY RD SAN JOSE
Assault,05/27/12. 12:00 AM.,1900 BLOCK OF STORY ROAD SAN JOSE
Assault,05/27/12. 12:00 AM.,2200 BLOCK OF BUSINESS CIRCLE SAN JOSE
Robbery,05/28/12. 12:00 AM.,1100 BLOCK OF N CAPITOL AVE SAN JOSE
Robbery,05/29/12. 10:22 PM.,1700 BLOCK OF BERRYESSA RD. SAN JOSE
Assault,05/29/12. 08:20 PM.,S. SUNSET RD SAN JOSE
Robbery,05/30/12. 12:05 PM.,VALLEY FAIR MALL SAN JOSE
Burglary,06/01/12. 12:08 PM.,4600 BLOCK OF MERIDIAN AVE. SAN JOSE
Arrest,06/03/12. 08:05 PM.,1600 BLOCK OF HYACINTH LANE SAN JOSE
Arrest,06/03/12. 04:36 PM.,4800 BLOCK OF ANNA DRIVE SAN JOSE
Shooting,06/03/12. 01:40 AM.,3000 BLOCK OF GOLF DRIVE SAN JOSE
Shooting,06/03/12. 09:35 PM.,1100 BLOCK OF S. CAPITOL AVENUE SAN JOSE
Burglary,06/03/12. 08:05 PM.,1600 BLOCK OF HYACINTH LN. SAN JOSE
Shooting,06/03/12. 01:40 AM.,GOLF DR. SAN JOSE
Assault,06/03/12. 12:07 AM.,2900 BLOCK OF DAYLIGHT WY. SAN JOSE
Assault,06/04/12. 01:40 AM.,TAMIEN CALTRAIN STATION SAN JOSE
Robbery,06/05/12. 12:44 AM.,S. 2ND ST. SAN JOSE
Burglary,06/06/12. 03:52 AM.,3000 BLOCK OF ROCKY MOUNTAIN DRIVE SAN JOSE
Burglary,06/06/12. 03:52 AM.,3000 BLOCK OF ROCKY MOUNTAIN DR. SAN JOSE
Shooting,06/06/12. 10:57 PM.,1600 BLOCK OF VIRGINIA AVENUE SAN JOSE
Robbery,06/06/12. 12:05 PM.,2800 BLOCK OF STEVENS CREEK BLVD SAN JOSE
Arrest,06/07/12. 10:57 AM.,3400 BLOCK OF CUESTA DRIVE SAN JOSE
Arrest,06/07/12. 05:00 AM.,5800 BLOCK OF EL ZUPARKO DRIVE SAN JOSE
Burglary,06/07/12. 10:57 AM.,3400 BLOCK OF CUESTA DRIVE SAN JOSE
Assault,06/09/12. 02:07 AM.,1900 BLOCK OF ORLANDO DRIVE SAN JOSE
Robbery,06/09/12. 04:35 PM.,400 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Assault,06/11/12. 11:18 PM.,SOUTH WHITE ROAD AND MARTEN AVENUE SAN JOSE
Arrest,06/11/12. 06:44 PM.,3200 BLOCK OF WILLIAMSBURG DRIVE SAN JOSE
Robbery,06/11/12. 01:44 AM.,PARKMOOR AVENUES SAN JOSE
Assault,06/11/12. 11:18 PM.,S. WHITE ROAD SAN JOSE
Assault,06/11/12. 06:44 PM.,3200 BLOCK OF WILLIAMSBURG DRIVE SAN JOSE
Assault,06/12/12. 02:47 PM.,MERIDIAN AND AUZERAIS AVENUES SAN JOSE
Robbery,06/12/12. 09:19 PM.,3100 BLOCK OF MONTEREY ROAD SAN JOSE
Robbery,06/12/12. 03:08 PM.,HESTER & PARK AVENUES SAN JOSE
Assault,06/13/12. 11:18 PM.,2200 BLOCK OF BERKELEY WAY SAN JOSE
Robbery,06/13/12. 11:31 PM.,2000 BLOCK OF STORY RPAD SAN JOSE
Assault,06/13/12. 11:18 PM.,2200 BLOCK OF BERKLEY WAY SAN JOSE
Assault,06/13/12. 08:28 PM.,MALLARD RIDGE LOOP AT MALLARD RIDGE DRIVE SAN JOSE
Robbery,06/13/12. 11:16 AM.,1700 BLOCK OF BRANHAM LANE SAN JOSE
Assault,06/13/12. 08:28 PM.,"1100 BLOCK OF MALLARD RIDGE LOOP, SAN JOSE"
Arrest,06/14/12. 11:19 AM.,500 BLOCK OF COLEMAN AVENUE SAN JOSE
Robbery,06/14/12. 09:34 PM.,1100 BLOCK OF TULLY ROAD SAN JOSE
Robbery,06/14/12. 02:09 PM.,VALLEY FAIR MALL SAN JOSE
Assault,06/14/12. 04:26 AM.,2000 BLOCK OF SULLIVAN AVENUE SAN JOSE
